cuid	dstring	day_score	sum_score
4752	2016-08-08	0	125
4754	2016-07-14	5	20
4754	2016-07-15	5	25
4763	2016-07-20	5	121
4765	2016-07-18	5	195
4765	2016-07-25	5	200
4765	2016-08-01	5	205
4765	2016-08-08	5	210
4774	2016-07-29	4	67
4778	2016-07-18	15	58
4778	2016-07-25	25	83
4778	2016-08-01	30	113
4778	2016-08-08	12	125
4783	2016-07-19	4	4
4783	2016-07-20	5	9
4783	2016-07-25	5	14
4783	2016-07-28	4	18
4783	2016-08-01	10	28
4783	2016-08-08	15	43
4785	2016-07-18	5	89
4785	2016-07-25	5	94
4785	2016-08-01	0	94
4785	2016-08-08	5	99
4791	2016-07-16	5	138
4791	2016-07-18	10	148
4791	2016-07-24	5	153
4791	2016-07-25	10	163
4791	2016-07-28	5	168
4791	2016-07-29	5	173
4791	2016-08-01	10	183
4791	2016-08-04	3	186
4791	2016-08-08	10	196
4795	2016-07-18	5	48
4795	2016-07-25	5	53
4795	2016-08-01	5	58
4795	2016-08-08	5	63
4798	2016-07-14	5	369
4798	2016-07-17	5	374
4798	2016-07-18	39	413
4798	2016-07-25	35	448
4798	2016-08-01	40	488
4798	2016-08-08	34	522
4798	2016-08-12	5	527
4799	2016-07-18	42	1054
4799	2016-07-20	10	1064
4799	2016-07-25	47	1111
4799	2016-07-30	5	1116
4799	2016-07-31	0	1116
4799	2016-08-01	60	1176
4799	2016-08-08	30	1206
4801	2016-07-15	0	56
4801	2016-07-16	1	57
4801	2016-07-18	0	57
4801	2016-07-24	5	62
4801	2016-07-25	5	67
4801	2016-08-10	5	72
4801	2016-08-14	0	72
4811	2016-07-16	5	783
4811	2016-07-18	35	818
4811	2016-07-19	0	818
4811	2016-07-25	65	883
4811	2016-07-26	5	888
4811	2016-07-28	5	893
4811	2016-08-01	35	928
4811	2016-08-02	8	936
4811	2016-08-03	5	941
4811	2016-08-04	0	941
4811	2016-08-05	0	941
4811	2016-08-08	25	966
4811	2016-08-11	5	971
4813	2016-07-21	5	84
4813	2016-08-03	5	89
4815	2016-07-15	1	77
4815	2016-07-18	5	82
4815	2016-07-20	5	87
4815	2016-07-22	3	90
4815	2016-08-04	4	94
4815	2016-08-09	5	99
4815	2016-08-10	5	104
4815	2016-08-13	2	106
4816	2016-07-18	0	0
4816	2016-07-25	0	0
4816	2016-08-01	0	0
4816	2016-08-08	0	0
4819	2016-07-18	5	54
4820	2016-07-18	5	100
4820	2016-07-25	5	105
4820	2016-08-08	5	110
4823	2016-07-18	0	105
4823	2016-07-25	0	105
4823	2016-08-08	0	105
4823	2016-08-14	0	105
4834	2016-07-17	6	754
4834	2016-07-18	61	815
4834	2016-07-19	4	819
4834	2016-07-21	5	824
4834	2016-07-23	10	834
4834	2016-07-25	55	889
4834	2016-07-27	10	899
4834	2016-07-28	5	904
4834	2016-07-29	0	904
4834	2016-07-30	0	904
4834	2016-07-31	4	908
4834	2016-08-01	70	978
4834	2016-08-05	10	988
4834	2016-08-06	14	1002
4834	2016-08-07	5	1007
4834	2016-08-08	58	1065
4834	2016-08-09	0	1065
4834	2016-08-10	13	1078
4834	2016-08-13	5	1083
4844	2016-08-09	8	198
4845	2016-07-18	5	70
4845	2016-07-25	10	80
4845	2016-08-01	5	85
4855	2016-07-17	3	1526
4855	2016-07-18	154	1680
4855	2016-07-25	144	1824
4855	2016-08-01	151	1975
4855	2016-08-02	10	1985
4855	2016-08-03	10	1995
4855	2016-08-08	261	2256
4855	2016-08-10	10	2266
4857	2016-07-18	0	55
4859	2016-07-15	5	1576
4859	2016-07-16	4	1580
4859	2016-07-18	48	1628
4859	2016-07-20	4	1632
4859	2016-07-25	49	1681
4859	2016-07-30	5	1686
4859	2016-08-01	5	1691
4859	2016-08-03	5	1696
4859	2016-08-04	10	1706
4859	2016-08-05	7	1713
4859	2016-08-06	0	1713
4859	2016-08-08	15	1728
4859	2016-08-09	5	1733
4859	2016-08-10	5	1738
4859	2016-08-11	0	1738
4859	2016-08-12	0	1738
4859	2016-08-13	5	1743
4859	2016-08-14	5	1748
4860	2016-07-18	13	306
4860	2016-07-25	14	320
4860	2016-08-01	16	336
4860	2016-08-08	11	347
4862	2016-07-22	4	81
4862	2016-07-29	5	86
4871	2016-07-18	20	209
4871	2016-07-25	15	224
4871	2016-08-01	15	239
4871	2016-08-08	16	255
4882	2016-08-14	5	20
4889	2016-07-18	10	85
4889	2016-08-01	10	95
4889	2016-08-08	10	105
4901	2016-07-18	5	115
4901	2016-07-25	10	125
4901	2016-08-08	5	130
4915	2016-07-14	5	229
4915	2016-07-21	0	229
4915	2016-07-23	10	239
4915	2016-07-25	0	239
4915	2016-08-05	0	239
4921	2016-07-18	0	38
4921	2016-07-22	5	43
4921	2016-07-25	5	48
4921	2016-08-01	15	63
4921	2016-08-08	0	63
4928	2016-08-13	5	300
4928	2016-08-14	15	315
4930	2016-07-18	25	325
4930	2016-07-25	15	340
4930	2016-07-26	3	343
4930	2016-08-01	15	358
4930	2016-08-02	3	361
4930	2016-08-08	13	374
4930	2016-08-10	5	379
4943	2016-07-27	5	53
4943	2016-07-30	2	55
4943	2016-08-04	0	55
4943	2016-08-12	0	55
4948	2016-07-16	5	5
4948	2016-07-27	5	10
4950	2016-07-18	0	39
4950	2016-07-24	15	54
4950	2016-07-25	0	54
4950	2016-08-01	0	54
4950	2016-08-04	5	59
4950	2016-08-08	0	59
4950	2016-08-09	0	59
4952	2016-07-18	5	350
4952	2016-07-25	0	350
4952	2016-08-01	0	350
4958	2016-07-23	5	31
4965	2016-08-09	5	98
4971	2016-07-14	5	1241
4971	2016-07-16	0	1241
4971	2016-07-18	50	1291
4971	2016-07-20	0	1291
4971	2016-07-22	0	1291
4971	2016-07-23	5	1296
4971	2016-07-25	65	1361
4971	2016-07-26	0	1361
4971	2016-07-29	0	1361
4971	2016-07-30	0	1361
4971	2016-08-01	60	1421
4971	2016-08-08	58	1479
4973	2016-07-25	5	103
4973	2016-08-01	5	108
4973	2016-08-08	5	113
4978	2016-07-18	0	8
4978	2016-07-25	0	8
4978	2016-08-01	0	8
4978	2016-08-08	0	8
4979	2016-07-18	19	662
4979	2016-07-25	30	692
4979	2016-07-26	0	692
4979	2016-07-28	5	697
4979	2016-08-01	35	732
4979	2016-08-03	5	737
4979	2016-08-08	30	767
4979	2016-08-11	0	767
4979	2016-08-12	5	772
4988	2016-07-18	25	159
4988	2016-07-25	10	169
4988	2016-08-01	10	179
4988	2016-08-08	10	189
5005	2016-07-25	5	85
5005	2016-08-01	5	90
5005	2016-08-03	5	95
5005	2016-08-08	5	100
5016	2016-07-14	5	57
5016	2016-07-18	0	57
5016	2016-07-25	5	62
5016	2016-07-28	5	67
5016	2016-08-01	0	67
5016	2016-08-08	0	67
5017	2016-07-16	5	1220
5017	2016-07-18	70	1290
5017	2016-07-20	6	1296
5017	2016-07-23	15	1311
5017	2016-07-24	0	1311
5017	2016-07-25	5	1316
5017	2016-07-26	5	1321
5017	2016-07-28	0	1321
5017	2016-07-29	12	1333
5017	2016-07-31	5	1338
5017	2016-08-01	38	1376
5017	2016-08-02	5	1381
5017	2016-08-04	0	1381
5017	2016-08-08	29	1410
5017	2016-08-13	0	1410
5017	2016-08-14	0	1410
5021	2016-07-18	5	111
5021	2016-07-25	5	116
5021	2016-08-01	5	121
5021	2016-08-08	5	126
5035	2016-08-11	4	4
5042	2016-07-15	5	1610
5042	2016-07-17	10	1620
5042	2016-07-18	66	1686
5042	2016-07-19	5	1691
5042	2016-07-21	10	1701
5042	2016-07-23	0	1701
5042	2016-07-24	0	1701
5042	2016-07-25	84	1785
5042	2016-07-28	5	1790
5042	2016-07-31	0	1790
5042	2016-08-01	96	1886
5042	2016-08-02	18	1904
5042	2016-08-03	10	1914
5042	2016-08-04	13	1927
5042	2016-08-05	5	1932
5042	2016-08-08	87	2019
5042	2016-08-09	6	2025
5042	2016-08-10	5	2030
5042	2016-08-12	5	2035
5042	2016-08-13	16	2051
5043	2016-07-18	5	15
5043	2016-07-21	5	20
5043	2016-07-25	10	30
5055	2016-08-01	5	120
5057	2016-07-14	5	5
5057	2016-07-18	5	10
5057	2016-07-19	4	14
5057	2016-07-25	5	19
5066	2016-08-03	5	5
5068	2016-07-18	15	172
5068	2016-07-20	3	175
5068	2016-07-22	3	178
5068	2016-07-25	15	193
5068	2016-07-27	5	198
5068	2016-07-29	5	203
5068	2016-08-01	20	223
5068	2016-08-05	3	226
5068	2016-08-10	5	231
5068	2016-08-14	10	241
5071	2016-07-25	0	10
5091	2016-07-25	5	85
5091	2016-07-26	5	90
5091	2016-08-01	8	98
5091	2016-08-08	2	100
5091	2016-08-09	1	101
5091	2016-08-10	5	106
5091	2016-08-11	0	106
5095	2016-07-16	5	45
5095	2016-07-25	5	50
5095	2016-08-01	5	55
5095	2016-08-08	5	60
5098	2016-07-16	5	382
5098	2016-07-18	20	402
5098	2016-07-25	20	422
5098	2016-08-01	25	447
5098	2016-08-08	25	472
5098	2016-08-14	10	482
5102	2016-07-18	0	118
5102	2016-07-25	0	118
5102	2016-08-01	0	118
5102	2016-08-08	0	118
5106	2016-07-15	2	23
5106	2016-07-18	8	31
5106	2016-07-19	2	33
5106	2016-07-25	4	37
5106	2016-08-08	4	41
5112	2016-07-18	9	119
5112	2016-07-25	5	124
5112	2016-08-01	5	129
5112	2016-08-08	10	139
5114	2016-07-14	5	243
5114	2016-07-15	10	253
5114	2016-07-18	10	263
5114	2016-07-25	25	288
5114	2016-07-27	0	288
5114	2016-07-29	5	293
5114	2016-07-30	2	295
5114	2016-08-01	19	314
5114	2016-08-06	0	314
5114	2016-08-07	5	319
5114	2016-08-08	5	324
5114	2016-08-12	5	329
5114	2016-08-13	3	332
5115	2016-07-17	5	877
5115	2016-07-18	43	920
5115	2016-07-19	4	924
5115	2016-07-23	5	929
5115	2016-07-25	44	973
5115	2016-07-26	4	977
5115	2016-07-27	2	979
5115	2016-07-30	6	985
5115	2016-07-31	4	989
5115	2016-08-01	45	1034
5115	2016-08-02	5	1039
5115	2016-08-03	5	1044
5115	2016-08-06	0	1044
5115	2016-08-07	5	1049
5115	2016-08-08	69	1118
5115	2016-08-10	5	1123
5115	2016-08-11	5	1128
5115	2016-08-14	5	1133
5117	2016-07-17	5	162
5117	2016-07-18	15	177
5117	2016-07-24	5	182
5117	2016-07-25	15	197
5117	2016-08-01	21	218
5117	2016-08-08	5	223
5125	2016-07-28	4	4
5126	2016-07-18	5	75
5126	2016-07-25	0	75
5126	2016-08-01	0	75
5126	2016-08-08	0	75
5132	2016-07-14	8	945
5132	2016-07-15	6	951
5132	2016-07-18	31	982
5132	2016-07-19	0	982
5132	2016-07-20	0	982
5132	2016-07-22	5	987
5132	2016-07-25	33	1020
5132	2016-07-27	0	1020
5132	2016-07-28	2	1022
5132	2016-07-31	0	1022
5132	2016-08-01	43	1065
5132	2016-08-06	5	1070
5132	2016-08-08	22	1092
5132	2016-08-09	0	1092
5132	2016-08-10	5	1097
5137	2016-07-14	5	2568
5137	2016-07-15	10	2578
5137	2016-07-16	5	2583
5137	2016-07-18	135	2718
5137	2016-07-19	0	2718
5137	2016-07-22	0	2718
5137	2016-07-25	150	2868
5137	2016-08-01	155	3023
5137	2016-08-02	10	3033
5137	2016-08-06	5	3038
5137	2016-08-07	5	3043
5137	2016-08-08	165	3208
5141	2016-07-14	0	224
5141	2016-07-15	5	229
5141	2016-07-16	6	235
5141	2016-07-17	5	240
5141	2016-07-18	26	266
5141	2016-07-20	5	271
5141	2016-07-21	5	276
5141	2016-07-22	1	277
5141	2016-07-23	1	278
5141	2016-07-24	0	278
5141	2016-07-25	61	339
5141	2016-07-26	5	344
5141	2016-07-27	0	344
5141	2016-07-28	0	344
5141	2016-07-29	3	347
5141	2016-08-01	44	391
5141	2016-08-02	0	391
5141	2016-08-04	5	396
5141	2016-08-05	0	396
5141	2016-08-07	5	401
5141	2016-08-08	49	450
5162	2016-07-18	45	842
5162	2016-07-20	4	846
5162	2016-07-22	5	851
5162	2016-07-25	45	896
5162	2016-07-26	6	902
5162	2016-08-01	30	932
5162	2016-08-04	3	935
5162	2016-08-08	83	1018
5162	2016-08-11	10	1028
5175	2016-07-17	5	134
5175	2016-07-18	5	139
5175	2016-08-01	10	149
5175	2016-08-08	5	154
5177	2016-07-15	0	236
5177	2016-07-18	25	261
5177	2016-07-20	5	266
5177	2016-07-25	25	291
5177	2016-07-26	5	296
5177	2016-07-28	0	296
5177	2016-08-01	21	317
5177	2016-08-02	5	322
5177	2016-08-04	10	332
5177	2016-08-05	5	337
5177	2016-08-08	20	357
5177	2016-08-09	3	360
5177	2016-08-12	3	363
5183	2016-07-18	5	225
5183	2016-07-24	0	225
5183	2016-07-25	5	230
5183	2016-07-26	0	230
5183	2016-07-30	5	235
5183	2016-08-01	5	240
5183	2016-08-08	5	245
5189	2016-07-18	9	178
5189	2016-07-25	5	183
5189	2016-08-01	5	188
5189	2016-08-08	4	192
5202	2016-07-18	9	688
5202	2016-07-25	5	693
5202	2016-07-28	0	693
5202	2016-08-01	23	716
5202	2016-08-05	0	716
5202	2016-08-06	6	722
5202	2016-08-08	6	728
5213	2016-07-18	0	45
5213	2016-07-19	5	50
5213	2016-07-25	0	50
5213	2016-08-01	0	50
5213	2016-08-08	0	50
5214	2016-07-18	10	246
5214	2016-07-25	5	251
5214	2016-08-01	3	254
5218	2016-07-15	0	18
5218	2016-07-18	0	18
5218	2016-07-25	0	18
5218	2016-08-01	0	18
5218	2016-08-08	0	18
5219	2016-07-23	5	25
5221	2016-07-16	0	60
5221	2016-07-18	5	65
5221	2016-07-25	0	65
5221	2016-08-01	0	65
5221	2016-08-08	0	65
5233	2016-07-16	5	300
5233	2016-07-18	18	318
5233	2016-07-21	5	323
5233	2016-07-25	10	333
5233	2016-07-26	0	333
5233	2016-07-29	5	338
5233	2016-08-01	5	343
5233	2016-08-04	5	348
5233	2016-08-05	0	348
5233	2016-08-08	10	358
5233	2016-08-14	5	363
5238	2016-07-18	0	191
5238	2016-07-22	0	191
5238	2016-07-25	5	196
5238	2016-08-01	10	206
5238	2016-08-08	24	230
5238	2016-08-09	0	230
5239	2016-07-18	0	16
5239	2016-07-20	5	21
5239	2016-07-30	5	26
5239	2016-08-01	0	26
5239	2016-08-03	5	31
5239	2016-08-06	5	36
5240	2016-07-18	0	25
5243	2016-08-04	5	15
5246	2016-07-18	5	35
5246	2016-07-25	5	40
5246	2016-08-08	5	45
5248	2016-07-17	9	233
5248	2016-07-18	10	243
5248	2016-07-20	6	249
5248	2016-07-21	10	259
5248	2016-07-25	0	259
5251	2016-07-26	5	50
5253	2016-08-02	4	14
5253	2016-08-08	5	19
5261	2016-07-27	0	50
5261	2016-08-09	5	55
5265	2016-07-14	35	35
5265	2016-07-18	35	70
5265	2016-07-24	5	75
5265	2016-07-25	10	85
5265	2016-08-01	10	95
5265	2016-08-03	0	95
5265	2016-08-08	25	120
5265	2016-08-09	5	125
5291	2016-07-18	25	130
5291	2016-07-22	5	135
5291	2016-07-23	5	140
5291	2016-07-24	0	140
5291	2016-07-25	15	155
5291	2016-08-01	5	160
5291	2016-08-08	15	175
5295	2016-07-18	10	181
5295	2016-07-25	10	191
5295	2016-08-01	10	201
5295	2016-08-08	10	211
5301	2016-07-15	5	516
5301	2016-07-17	1	517
5301	2016-07-18	5	522
5301	2016-07-22	4	526
5301	2016-07-25	34	560
5301	2016-07-27	6	566
5301	2016-07-28	19	585
5301	2016-07-29	5	590
5301	2016-07-31	5	595
5301	2016-08-01	87	682
5301	2016-08-08	39	721
5301	2016-08-09	5	726
5301	2016-08-12	10	736
5304	2016-08-05	4	4
5304	2016-08-06	0	4
5304	2016-08-07	5	9
5304	2016-08-08	26	35
5304	2016-08-09	5	40
5304	2016-08-11	5	45
5304	2016-08-13	0	45
5309	2016-07-14	10	157
5309	2016-07-18	10	167
5309	2016-07-19	5	172
5309	2016-07-20	5	177
5309	2016-07-23	3	180
5309	2016-07-25	30	210
5309	2016-08-08	10	220
5309	2016-08-10	15	235
5309	2016-08-13	5	240
5310	2016-07-15	5	388
5310	2016-07-16	5	393
5310	2016-07-18	30	423
5310	2016-07-21	5	428
5310	2016-07-22	5	433
5310	2016-07-23	5	438
5310	2016-07-25	20	458
5310	2016-07-26	5	463
5310	2016-07-29	5	468
5310	2016-08-01	45	513
5310	2016-08-08	10	523
5324	2016-07-18	5	77
5324	2016-07-25	5	82
5324	2016-08-01	10	92
5328	2016-07-19	10	190
5328	2016-07-20	10	200
5328	2016-07-22	5	205
5328	2016-07-25	10	215
5328	2016-07-28	0	215
5328	2016-08-01	0	215
5328	2016-08-02	0	215
5328	2016-08-04	5	220
5328	2016-08-08	5	225
5328	2016-08-09	5	230
5328	2016-08-10	5	235
5328	2016-08-14	0	235
5336	2016-07-18	30	383
5336	2016-07-25	25	408
5336	2016-07-27	1	409
5336	2016-07-31	5	414
5336	2016-08-01	30	444
5336	2016-08-04	0	444
5336	2016-08-06	0	444
5336	2016-08-08	20	464
5336	2016-08-09	5	469
5336	2016-08-12	0	469
5348	2016-07-18	5	98
5348	2016-07-22	0	98
5348	2016-07-25	5	103
5348	2016-08-01	5	108
5348	2016-08-08	10	118
5349	2016-07-18	0	153
5349	2016-07-25	0	153
5349	2016-08-01	0	153
5349	2016-08-08	0	153
5353	2016-07-18	5	120
5353	2016-07-25	15	135
5353	2016-08-01	15	150
5353	2016-08-08	5	155
5354	2016-07-16	14	500
5354	2016-07-18	47	547
5354	2016-07-25	27	574
5354	2016-08-01	37	611
5354	2016-08-08	35	646
5357	2016-07-20	5	185
5365	2016-07-18	0	123
5365	2016-07-25	0	123
5365	2016-08-01	1	124
5365	2016-08-05	5	129
5365	2016-08-08	14	143
5365	2016-08-12	3	146
5379	2016-07-14	5	103
5379	2016-07-18	10	113
5379	2016-07-25	10	123
5379	2016-07-27	5	128
5379	2016-07-28	0	128
5379	2016-07-29	5	133
5379	2016-08-01	5	138
5379	2016-08-04	5	143
5379	2016-08-06	5	148
5379	2016-08-08	5	153
5384	2016-07-18	1	22
5384	2016-07-25	3	25
5384	2016-08-01	1	26
5384	2016-08-08	2	28
5387	2016-07-27	9	110
5387	2016-07-28	22	132
5387	2016-07-29	3	135
5387	2016-07-30	21	156
5387	2016-07-31	12	168
5387	2016-08-01	35	203
5387	2016-08-02	5	208
5387	2016-08-03	8	216
5387	2016-08-08	24	240
5387	2016-08-11	5	245
5387	2016-08-12	0	245
5387	2016-08-13	5	250
5387	2016-08-14	5	255
5390	2016-07-14	1	447
5390	2016-07-15	0	447
5390	2016-07-16	6	453
5390	2016-07-17	5	458
5390	2016-07-18	6	464
5390	2016-07-25	22	486
5390	2016-08-01	0	486
5390	2016-08-08	0	486
5401	2016-07-17	5	30
5401	2016-07-18	5	35
5401	2016-07-25	10	45
5401	2016-08-01	10	55
5408	2016-07-18	5	364
5408	2016-07-25	5	369
5408	2016-08-01	10	379
5408	2016-08-03	0	379
5408	2016-08-05	5	384
5408	2016-08-08	20	404
5408	2016-08-12	5	409
5408	2016-08-13	0	409
5408	2016-08-14	23	432
5411	2016-08-01	5	12
5411	2016-08-05	5	17
5411	2016-08-07	5	22
5411	2016-08-08	10	32
5411	2016-08-11	4	36
5411	2016-08-13	0	36
5413	2016-07-16	5	719
5413	2016-07-17	6	725
5413	2016-07-18	69	794
5413	2016-07-21	5	799
5413	2016-07-22	3	802
5413	2016-07-24	5	807
5413	2016-07-25	75	882
5413	2016-07-26	6	888
5413	2016-07-27	10	898
5413	2016-07-28	5	903
5413	2016-07-29	5	908
5413	2016-08-01	106	1014
5413	2016-08-04	5	1019
5413	2016-08-07	3	1022
5413	2016-08-08	120	1142
5413	2016-08-09	3	1145
5413	2016-08-10	5	1150
5413	2016-08-11	5	1155
5413	2016-08-14	0	1155
5422	2016-08-09	9	49
5426	2016-07-18	14	166
5426	2016-07-25	15	181
5426	2016-08-01	4	185
5426	2016-08-08	5	190
5426	2016-08-10	0	190
5443	2016-07-18	5	235
5443	2016-07-25	0	235
5443	2016-08-01	10	245
5443	2016-08-08	0	245
5448	2016-07-18	5	77
5448	2016-07-19	5	82
5448	2016-07-20	14	96
5448	2016-07-21	5	101
5448	2016-07-22	0	101
5448	2016-07-25	0	101
5448	2016-07-26	5	106
5448	2016-07-30	0	106
5448	2016-08-08	0	106
5449	2016-07-17	5	177
5449	2016-07-18	3	180
5449	2016-07-25	10	190
5449	2016-07-26	5	195
5449	2016-08-01	12	207
5449	2016-08-07	5	212
5449	2016-08-08	20	232
5452	2016-07-18	0	51
5456	2016-07-18	0	0
5456	2016-07-25	0	0
5456	2016-08-01	0	0
5457	2016-07-15	5	36
5457	2016-07-16	5	41
5457	2016-07-18	5	46
5457	2016-07-25	0	46
5457	2016-08-01	0	46
5457	2016-08-04	5	51
5457	2016-08-08	0	51
5458	2016-07-18	5	83
5458	2016-07-22	5	88
5458	2016-07-25	9	97
5458	2016-08-01	9	106
5458	2016-08-08	10	116
5470	2016-07-16	5	25
5470	2016-07-20	0	25
5470	2016-07-23	5	30
5470	2016-07-25	0	30
5470	2016-07-29	0	30
5470	2016-07-30	5	35
5470	2016-07-31	5	40
5470	2016-08-01	0	40
5470	2016-08-02	5	45
5470	2016-08-04	10	55
5477	2016-07-15	5	562
5477	2016-07-17	15	577
5477	2016-07-18	30	607
5477	2016-07-25	30	637
5477	2016-07-29	5	642
5477	2016-08-01	0	642
5477	2016-08-08	0	642
5477	2016-08-10	5	647
5477	2016-08-14	0	647
5486	2016-07-18	0	111
5486	2016-07-25	0	111
5486	2016-07-28	0	111
5486	2016-08-01	0	111
5486	2016-08-08	0	111
5496	2016-07-18	0	15
5496	2016-07-25	0	15
5496	2016-08-01	0	15
5496	2016-08-08	0	15
5502	2016-07-18	10	102
5502	2016-07-25	15	117
5502	2016-08-01	10	127
5502	2016-08-08	5	132
5508	2016-07-14	2	900
5508	2016-07-15	5	905
5508	2016-07-16	0	905
5508	2016-07-17	8	913
5508	2016-07-18	20	933
5508	2016-07-19	14	947
5508	2016-07-20	6	953
5508	2016-07-21	0	953
5508	2016-07-22	0	953
5508	2016-07-23	1	954
5508	2016-07-24	5	959
5508	2016-07-25	44	1003
5508	2016-07-26	1	1004
5508	2016-07-28	10	1014
5508	2016-07-29	5	1019
5508	2016-07-30	5	1024
5508	2016-07-31	0	1024
5508	2016-08-01	5	1029
5508	2016-08-04	4	1033
5508	2016-08-06	5	1038
5508	2016-08-07	0	1038
5508	2016-08-08	10	1048
5508	2016-08-09	5	1053
5508	2016-08-10	5	1058
5508	2016-08-11	20	1078
5508	2016-08-12	5	1083
5508	2016-08-13	5	1088
5508	2016-08-14	0	1088
5516	2016-07-18	0	10
5516	2016-07-25	0	10
5516	2016-08-01	0	10
5516	2016-08-08	0	10
5523	2016-07-18	5	90
5523	2016-07-25	5	95
5523	2016-08-01	5	100
5523	2016-08-08	5	105
5534	2016-07-26	25	108
5534	2016-07-27	12	120
5534	2016-07-28	5	125
5534	2016-07-29	5	130
5534	2016-07-30	5	135
5534	2016-07-31	5	140
5534	2016-08-01	72	212
5534	2016-08-03	0	212
5534	2016-08-04	7	219
5534	2016-08-05	5	224
5534	2016-08-06	3	227
5534	2016-08-08	60	287
5534	2016-08-14	10	297
5545	2016-07-18	0	0
5545	2016-07-25	0	0
5545	2016-08-01	0	0
5545	2016-08-08	0	0
5545	2016-08-14	5	5
5547	2016-07-18	20	102
5547	2016-07-25	10	112
5547	2016-08-01	10	122
5547	2016-08-08	10	132
5555	2016-07-18	5	128
5555	2016-07-25	5	133
5555	2016-08-01	5	138
5555	2016-08-05	5	143
5555	2016-08-08	5	148
5555	2016-08-10	0	148
5567	2016-07-18	10	239
5567	2016-07-25	24	263
5567	2016-07-30	5	268
5567	2016-08-01	0	268
5567	2016-08-02	5	273
5567	2016-08-08	9	282
5571	2016-07-18	5	86
5571	2016-07-25	0	86
5571	2016-08-01	0	86
5571	2016-08-08	0	86
5577	2016-07-26	5	68
5577	2016-08-13	0	68
5593	2016-08-10	5	5
5596	2016-07-18	0	5
5596	2016-07-20	0	5
5596	2016-07-25	0	5
5596	2016-08-01	0	5
5596	2016-08-08	0	5
5603	2016-07-14	5	281
5603	2016-07-15	1	282
5603	2016-07-16	9	291
5603	2016-07-17	3	294
5603	2016-07-18	20	314
5603	2016-07-19	5	319
5603	2016-07-21	5	324
5603	2016-07-25	20	344
5603	2016-07-27	0	344
5603	2016-07-28	5	349
5603	2016-07-29	5	354
5603	2016-07-30	5	359
5603	2016-07-31	9	368
5603	2016-08-01	46	414
5603	2016-08-02	14	428
5603	2016-08-03	0	428
5603	2016-08-05	5	433
5603	2016-08-07	9	442
5603	2016-08-08	22	464
5603	2016-08-10	0	464
5603	2016-08-11	4	468
5603	2016-08-12	5	473
5603	2016-08-13	8	481
5613	2016-07-18	5	105
5613	2016-07-25	10	115
5613	2016-08-01	10	125
5613	2016-08-08	10	135
5616	2016-07-18	7	149
5616	2016-07-25	5	154
5616	2016-07-26	5	159
5616	2016-08-01	10	169
5616	2016-08-08	25	194
5617	2016-07-26	5	20
5623	2016-07-20	5	20
5623	2016-08-01	5	25
5623	2016-08-08	15	40
5624	2016-07-18	5	115
5624	2016-07-25	5	120
5624	2016-08-01	10	130
5624	2016-08-08	10	140
5641	2016-07-18	0	11
5641	2016-07-25	0	11
5641	2016-08-01	0	11
5641	2016-08-08	0	11
5652	2016-07-18	5	49
5652	2016-07-25	0	49
5652	2016-08-01	0	49
5652	2016-08-08	0	49
5655	2016-07-18	15	365
5655	2016-07-25	10	375
5655	2016-08-01	15	390
5655	2016-08-08	10	400
5656	2016-07-25	10	44
5656	2016-08-01	5	49
5665	2016-07-18	33	456
5665	2016-07-20	14	470
5665	2016-07-25	47	517
5665	2016-08-01	15	532
5665	2016-08-08	15	547
5680	2016-07-18	5	57
5680	2016-07-25	5	62
5680	2016-08-01	5	67
5680	2016-08-08	10	77
5687	2016-07-26	0	15
5695	2016-07-16	0	329
5695	2016-07-18	20	349
5695	2016-07-20	5	354
5695	2016-07-21	0	354
5695	2016-07-22	0	354
5695	2016-07-25	25	379
5695	2016-07-27	10	389
5695	2016-07-29	5	394
5695	2016-07-31	0	394
5695	2016-08-01	30	424
5695	2016-08-04	5	429
5695	2016-08-06	0	429
5695	2016-08-08	25	454
5695	2016-08-10	5	459
5695	2016-08-12	0	459
5695	2016-08-13	0	459
5700	2016-07-14	5	5
5700	2016-07-22	0	5
5700	2016-07-26	5	10
5700	2016-08-01	0	10
5700	2016-08-11	5	15
5701	2016-07-18	20	96
5701	2016-07-25	10	106
5701	2016-08-01	15	121
5701	2016-08-08	19	140
5705	2016-07-14	3	334
5705	2016-07-18	7	341
5705	2016-07-23	0	341
5705	2016-07-25	16	357
5705	2016-08-01	27	384
5705	2016-08-03	1	385
5705	2016-08-08	7	392
5705	2016-08-14	5	397
5707	2016-07-15	0	50
5707	2016-07-18	15	65
5707	2016-07-25	5	70
5707	2016-08-01	5	75
5707	2016-08-05	5	80
5707	2016-08-08	5	85
5710	2016-07-18	10	55
5710	2016-08-07	0	55
5710	2016-08-14	5	60
5712	2016-07-14	15	112
5712	2016-07-15	30	142
5712	2016-07-17	5	147
5712	2016-07-18	45	192
5712	2016-07-20	15	207
5712	2016-07-24	5	212
5712	2016-07-25	25	237
5712	2016-07-27	16	253
5712	2016-07-28	6	259
5712	2016-07-29	8	267
5712	2016-07-30	10	277
5712	2016-07-31	6	283
5712	2016-08-01	65	348
5712	2016-08-02	5	353
5712	2016-08-03	5	358
5712	2016-08-05	0	358
5712	2016-08-08	48	406
5712	2016-08-10	10	416
5712	2016-08-11	5	421
5712	2016-08-12	3	424
5712	2016-08-14	2	426
5716	2016-08-01	15	240
5716	2016-08-05	5	245
5716	2016-08-06	5	250
