cuid	dstring	day_score	sum_score
1	2016-07-18	37	8138
1	2016-07-25	51	8189
1	2016-08-01	32	8221
1	2016-08-08	47	8268
4	2016-07-17	6	42204
4	2016-07-18	379	42583
4	2016-07-25	165	42748
4	2016-08-01	79	42827
4	2016-08-08	68	42895
10	2016-07-18	0	225
10	2016-08-01	0	225
10	2016-08-08	0	225
11	2016-07-18	10	3931
11	2016-07-25	15	3946
11	2016-08-01	10	3956
14	2016-07-18	5	690
14	2016-07-25	5	695
14	2016-08-01	5	700
14	2016-08-08	5	705
24	2016-07-18	5	8547
24	2016-07-25	5	8552
24	2016-08-01	5	8557
24	2016-08-08	5	8562
31	2016-07-18	40	4248
31	2016-07-25	40	4288
31	2016-08-01	40	4328
31	2016-08-08	30	4358
38	2016-07-18	10	1590
38	2016-07-21	5	1595
38	2016-07-25	10	1605
38	2016-08-01	10	1615
38	2016-08-08	10	1625
38	2016-08-12	0	1625
39	2016-07-18	71	13677
39	2016-07-19	5	13682
39	2016-07-25	98	13780
39	2016-07-27	0	13780
39	2016-08-01	62	13842
39	2016-08-08	90	13932
57	2016-07-18	20	917
57	2016-07-25	20	937
57	2016-08-01	15	952
57	2016-08-08	20	972
108	2016-07-18	10	10401
108	2016-07-25	14	10415
108	2016-08-01	10	10425
108	2016-08-08	15	10440
108	2016-08-13	10	10450
111	2016-07-18	35	7987
111	2016-07-25	35	8022
111	2016-08-01	30	8052
111	2016-08-08	25	8077
126	2016-07-18	5	998
126	2016-07-25	5	1003
126	2016-08-01	10	1013
126	2016-08-08	0	1013
129	2016-07-14	0	890
129	2016-07-15	0	890
129	2016-07-16	6	896
129	2016-07-17	3	899
129	2016-07-18	28	927
129	2016-07-19	5	932
129	2016-07-20	5	937
129	2016-07-23	5	942
129	2016-07-25	41	983
129	2016-07-27	5	988
129	2016-07-28	5	993
129	2016-08-01	63	1056
129	2016-08-04	0	1056
129	2016-08-05	10	1066
129	2016-08-06	10	1076
129	2016-08-08	55	1131
129	2016-08-10	5	1136
129	2016-08-12	0	1136
129	2016-08-13	5	1141
147	2016-07-18	10	692
147	2016-07-25	10	702
147	2016-07-27	0	702
147	2016-08-01	10	712
147	2016-08-08	10	722
149	2016-07-17	0	10457
149	2016-07-18	119	10576
149	2016-07-19	0	10576
149	2016-07-24	5	10581
149	2016-07-25	111	10692
149	2016-07-26	6	10698
149	2016-07-29	5	10703
149	2016-07-30	0	10703
149	2016-08-01	101	10804
149	2016-08-05	5	10809
149	2016-08-08	163	10972
149	2016-08-12	5	10977
149	2016-08-14	0	10977
158	2016-07-18	40	19087
158	2016-07-25	25	19112
158	2016-08-01	30	19142
158	2016-08-08	25	19167
164	2016-07-18	64	8039
164	2016-07-20	11	8050
164	2016-07-21	10	8060
164	2016-07-22	5	8065
164	2016-07-25	94	8159
164	2016-07-27	5	8164
164	2016-08-01	65	8229
164	2016-08-08	65	8294
172	2016-07-18	15	941
172	2016-07-25	15	956
172	2016-08-01	25	981
172	2016-08-08	10	991
189	2016-07-18	18	787
189	2016-07-25	12	799
189	2016-07-30	5	804
189	2016-08-01	21	825
189	2016-08-08	15	840
192	2016-07-18	5	10785
192	2016-07-25	0	10785
192	2016-08-01	5	10790
192	2016-08-08	5	10795
199	2016-07-18	19	1621
199	2016-07-20	5	1626
199	2016-07-25	9	1635
199	2016-08-01	20	1655
199	2016-08-08	20	1675
199	2016-08-10	5	1680
201	2016-07-16	5	116
201	2016-07-18	2	118
201	2016-08-07	0	118
203	2016-07-14	10	5724
203	2016-07-15	5	5729
203	2016-07-18	80	5809
203	2016-07-24	5	5814
203	2016-07-25	51	5865
203	2016-07-28	5	5870
203	2016-07-29	5	5875
203	2016-08-01	45	5920
203	2016-08-02	0	5920
203	2016-08-08	90	6010
203	2016-08-09	5	6015
203	2016-08-11	10	6025
203	2016-08-12	5	6030
211	2016-07-18	5	2247
211	2016-07-25	0	2247
211	2016-08-08	0	2247
211	2016-08-12	5	2252
228	2016-07-16	8	8
228	2016-07-17	10	18
228	2016-07-18	2	20
228	2016-07-24	0	20
228	2016-07-25	1	21
228	2016-07-30	5	26
228	2016-08-01	2	28
228	2016-08-05	4	32
228	2016-08-08	5	37
228	2016-08-12	5	42
249	2016-07-14	0	4322
249	2016-07-18	15	4337
249	2016-07-25	0	4337
249	2016-08-01	10	4347
249	2016-08-08	10	4357
252	2016-07-18	0	236
252	2016-07-24	0	236
252	2016-07-25	0	236
252	2016-08-01	0	236
257	2016-07-18	35	2886
257	2016-07-25	25	2911
257	2016-07-26	5	2916
257	2016-07-30	5	2921
257	2016-08-01	50	2971
257	2016-08-08	30	3001
283	2016-07-17	5	61
283	2016-07-18	5	66
284	2016-07-17	0	2104
284	2016-07-18	20	2124
284	2016-07-19	0	2124
284	2016-07-25	10	2134
284	2016-08-01	10	2144
284	2016-08-03	0	2144
284	2016-08-08	5	2149
286	2016-07-18	5	968
286	2016-07-25	5	973
286	2016-08-01	0	973
286	2016-08-08	5	978
309	2016-07-18	5	349
309	2016-07-20	5	354
309	2016-07-28	0	354
311	2016-07-18	75	12647
311	2016-07-25	80	12727
311	2016-08-01	60	12787
311	2016-08-03	5	12792
311	2016-08-06	5	12797
311	2016-08-08	65	12862
311	2016-08-10	5	12867
318	2016-07-15	5	539
318	2016-07-18	15	554
318	2016-07-25	10	564
318	2016-08-01	10	574
318	2016-08-08	10	584
321	2016-07-14	5	3485
321	2016-07-18	30	3515
321	2016-07-19	5	3520
321	2016-07-20	4	3524
321	2016-07-25	50	3574
321	2016-07-28	0	3574
321	2016-07-30	10	3584
321	2016-08-01	40	3624
321	2016-08-02	5	3629
321	2016-08-08	55	3684
321	2016-08-13	5	3689
356	2016-07-18	127	20574
356	2016-07-25	137	20711
356	2016-08-01	152	20863
356	2016-08-08	160	21023
369	2016-07-18	32	3276
369	2016-07-21	4	3280
369	2016-07-25	30	3310
369	2016-08-01	40	3350
369	2016-08-08	48	3398
377	2016-07-18	5	2016
377	2016-07-25	5	2021
377	2016-08-01	5	2026
397	2016-07-18	5	1063
397	2016-07-19	5	1068
397	2016-07-25	5	1073
397	2016-08-01	5	1078
397	2016-08-08	5	1083
398	2016-07-16	5	399
398	2016-07-17	5	404
398	2016-07-18	25	429
398	2016-07-25	10	439
398	2016-08-01	5	444
398	2016-08-03	0	444
398	2016-08-08	20	464
398	2016-08-13	5	469
408	2016-07-18	0	3915
408	2016-07-25	0	3915
408	2016-08-01	0	3915
408	2016-08-08	0	3915
414	2016-07-18	10	689
414	2016-07-25	5	694
414	2016-08-01	5	699
414	2016-08-08	5	704
416	2016-07-18	5	1412
416	2016-07-25	5	1417
416	2016-08-01	5	1422
416	2016-08-08	10	1432
418	2016-07-18	60	2516
418	2016-07-23	10	2526
418	2016-07-25	90	2616
418	2016-08-01	80	2696
418	2016-08-08	45	2741
438	2016-07-18	0	2754
438	2016-07-25	0	2754
438	2016-08-01	0	2754
438	2016-08-08	0	2754
443	2016-07-18	108	4334
443	2016-07-25	98	4432
443	2016-08-01	103	4535
443	2016-08-08	109	4644
445	2016-07-14	1	2906
445	2016-07-15	5	2911
445	2016-07-16	15	2926
445	2016-07-18	55	2981
445	2016-07-19	5	2986
445	2016-07-20	5	2991
445	2016-07-21	10	3001
445	2016-07-24	5	3006
445	2016-07-25	45	3051
445	2016-07-30	3	3054
445	2016-07-31	5	3059
445	2016-08-01	45	3104
445	2016-08-02	5	3109
445	2016-08-08	40	3149
445	2016-08-11	0	3149
445	2016-08-12	0	3149
452	2016-07-29	0	232
452	2016-08-03	5	237
452	2016-08-10	5	242
452	2016-08-13	5	247
454	2016-07-18	5	4369
455	2016-07-14	5	10454
455	2016-07-18	125	10579
455	2016-07-23	25	10604
455	2016-07-25	105	10709
455	2016-07-26	5	10714
455	2016-07-27	0	10714
455	2016-07-29	5	10719
455	2016-07-30	5	10724
455	2016-08-01	185	10909
455	2016-08-08	105	11014
455	2016-08-11	5	11019
455	2016-08-12	0	11019
475	2016-07-21	2	264
475	2016-07-25	0	264
475	2016-08-01	0	264
475	2016-08-08	0	264
485	2016-07-18	5	28
495	2016-07-18	269	15515
495	2016-07-22	10	15525
495	2016-07-23	0	15525
495	2016-07-25	269	15794
495	2016-08-01	254	16048
495	2016-08-04	10	16058
495	2016-08-08	243	16301
501	2016-07-18	10	373
501	2016-07-25	10	383
501	2016-07-27	5	388
501	2016-08-01	20	408
501	2016-08-02	10	418
501	2016-08-05	0	418
501	2016-08-08	0	418
521	2016-07-18	3	2081
521	2016-07-25	5	2086
521	2016-08-01	5	2091
521	2016-08-08	5	2096
521	2016-08-13	5	2101
521	2016-08-14	5	2106
526	2016-07-18	168	17127
526	2016-07-25	128	17255
526	2016-08-01	137	17392
526	2016-08-08	99	17491
528	2016-08-13	0	54
578	2016-08-08	5	200
578	2016-08-11	5	205
578	2016-08-12	5	210
578	2016-08-13	5	215
599	2016-07-15	9	1215
599	2016-07-18	87	1302
599	2016-07-21	5	1307
599	2016-07-22	5	1312
599	2016-07-25	126	1438
599	2016-07-30	5	1443
599	2016-07-31	2	1445
599	2016-08-01	140	1585
599	2016-08-02	5	1590
599	2016-08-04	3	1593
599	2016-08-08	45	1638
654	2016-07-18	0	3894
654	2016-07-22	10	3904
654	2016-07-23	20	3924
654	2016-07-25	30	3954
654	2016-07-26	0	3954
654	2016-07-27	5	3959
654	2016-07-29	5	3964
654	2016-08-01	57	4021
654	2016-08-02	5	4026
654	2016-08-03	0	4026
654	2016-08-04	3	4029
654	2016-08-05	4	4033
654	2016-08-08	41	4074
654	2016-08-09	0	4074
654	2016-08-10	6	4080
654	2016-08-11	11	4091
654	2016-08-12	4	4095
654	2016-08-13	1	4096
691	2016-07-16	5	2740
691	2016-07-18	70	2810
691	2016-07-25	92	2902
691	2016-07-30	5	2907
691	2016-07-31	0	2907
691	2016-08-01	72	2979
691	2016-08-08	88	3067
698	2016-07-18	79	11615
698	2016-07-25	55	11670
698	2016-08-01	65	11735
698	2016-08-08	65	11800
711	2016-07-18	41	8107
711	2016-07-25	2	8109
711	2016-08-01	11	8120
711	2016-08-08	12	8132
722	2016-07-18	5	975
722	2016-07-25	5	980
732	2016-07-14	0	2890
732	2016-07-15	0	2890
732	2016-07-18	80	2970
732	2016-07-20	2	2972
732	2016-07-21	10	2982
732	2016-07-25	61	3043
732	2016-08-01	40	3083
732	2016-08-08	41	3124
732	2016-08-10	5	3129
732	2016-08-12	5	3134
732	2016-08-13	0	3134
762	2016-07-17	5	956
762	2016-07-18	60	1016
762	2016-07-20	5	1021
762	2016-07-25	68	1089
762	2016-07-26	5	1094
762	2016-07-27	5	1099
762	2016-07-28	5	1104
762	2016-07-30	0	1104
762	2016-08-01	73	1177
762	2016-08-03	0	1177
762	2016-08-08	79	1256
768	2016-07-18	0	904
768	2016-07-25	0	904
768	2016-08-01	0	904
768	2016-08-08	0	904
770	2016-07-18	10	5753
770	2016-07-25	5	5758
770	2016-08-01	5	5763
770	2016-08-08	0	5763
775	2016-07-14	24	7933
775	2016-07-18	50	7983
775	2016-07-25	73	8056
775	2016-08-01	54	8110
775	2016-08-08	45	8155
775	2016-08-14	10	8165
784	2016-07-15	10	1308
784	2016-07-16	5	1313
784	2016-07-18	5	1318
784	2016-07-20	0	1318
784	2016-07-21	5	1323
784	2016-07-22	10	1333
784	2016-07-23	5	1338
784	2016-07-24	8	1346
784	2016-07-25	20	1366
784	2016-07-27	5	1371
784	2016-07-28	5	1376
784	2016-07-29	5	1381
784	2016-07-30	6	1387
784	2016-07-31	5	1392
784	2016-08-01	19	1411
784	2016-08-08	0	1411
801	2016-07-18	5	514
801	2016-07-25	5	519
801	2016-08-01	10	529
801	2016-08-08	5	534
803	2016-07-14	5	1788
803	2016-07-16	0	1788
803	2016-07-18	57	1845
803	2016-07-20	0	1845
803	2016-07-24	5	1850
803	2016-07-25	105	1955
803	2016-07-27	5	1960
803	2016-07-28	1	1961
803	2016-08-01	80	2041
803	2016-08-02	4	2045
803	2016-08-04	9	2054
803	2016-08-08	23	2077
803	2016-08-10	4	2081
806	2016-07-18	0	575
806	2016-07-20	5	580
806	2016-07-22	15	595
806	2016-07-24	5	600
806	2016-07-25	0	600
806	2016-07-27	5	605
806	2016-07-28	0	605
806	2016-08-01	0	605
806	2016-08-08	0	605
806	2016-08-13	5	610
807	2016-07-14	5	1331
807	2016-07-18	24	1355
807	2016-07-19	5	1360
807	2016-07-25	20	1380
807	2016-07-29	0	1380
807	2016-07-30	0	1380
807	2016-07-31	5	1385
807	2016-08-01	32	1417
807	2016-08-05	0	1417
807	2016-08-08	24	1441
807	2016-08-12	0	1441
807	2016-08-13	5	1446
815	2016-07-14	5	2030
815	2016-07-15	10	2040
815	2016-07-16	5	2045
815	2016-07-17	10	2055
815	2016-07-18	0	2055
815	2016-07-19	10	2065
815	2016-07-20	10	2075
815	2016-07-22	5	2080
815	2016-07-23	25	2105
815	2016-07-24	5	2110
815	2016-07-25	5	2115
815	2016-07-26	10	2125
815	2016-07-27	5	2130
815	2016-07-29	5	2135
815	2016-07-30	9	2144
815	2016-08-01	0	2144
815	2016-08-02	25	2169
815	2016-08-04	10	2179
815	2016-08-05	10	2189
815	2016-08-06	25	2214
815	2016-08-07	15	2229
815	2016-08-08	5	2234
815	2016-08-09	20	2254
815	2016-08-10	5	2259
815	2016-08-11	5	2264
815	2016-08-12	15	2279
815	2016-08-13	25	2304
815	2016-08-14	9	2313
832	2016-07-14	45	15049
832	2016-07-15	64	15113
832	2016-07-16	64	15177
832	2016-07-17	20	15197
832	2016-07-18	55	15252
832	2016-07-19	28	15280
832	2016-07-20	35	15315
832	2016-07-21	45	15360
832	2016-07-22	30	15390
832	2016-07-23	60	15450
832	2016-07-24	10	15460
832	2016-07-25	35	15495
832	2016-07-26	40	15535
832	2016-07-27	40	15575
832	2016-07-28	20	15595
832	2016-07-29	40	15635
832	2016-07-30	30	15665
832	2016-07-31	10	15675
832	2016-08-01	25	15700
832	2016-08-02	55	15755
832	2016-08-03	25	15780
832	2016-08-04	50	15830
832	2016-08-05	50	15880
832	2016-08-06	39	15919
832	2016-08-07	20	15939
832	2016-08-08	25	15964
832	2016-08-09	35	15999
832	2016-08-10	50	16049
832	2016-08-11	45	16094
832	2016-08-12	50	16144
832	2016-08-13	45	16189
832	2016-08-14	20	16209
843	2016-07-23	0	6147
843	2016-07-25	0	6147
843	2016-08-08	0	6147
876	2016-07-18	5	1298
876	2016-07-22	5	1303
876	2016-07-25	5	1308
876	2016-08-01	5	1313
876	2016-08-08	0	1313
878	2016-07-18	91	4715
878	2016-07-19	0	4715
878	2016-07-20	5	4720
878	2016-07-23	5	4725
878	2016-07-25	155	4880
878	2016-07-27	5	4885
878	2016-07-28	5	4890
878	2016-08-01	138	5028
878	2016-08-04	5	5033
878	2016-08-08	152	5185
878	2016-08-10	5	5190
878	2016-08-13	3	5193
880	2016-07-18	23	1100
880	2016-07-22	0	1100
880	2016-07-25	25	1125
880	2016-07-26	5	1130
880	2016-08-01	25	1155
880	2016-08-02	5	1160
880	2016-08-05	5	1165
880	2016-08-08	39	1204
880	2016-08-09	5	1209
907	2016-07-18	0	107
907	2016-07-25	0	107
907	2016-08-01	0	107
907	2016-08-08	0	107
909	2016-07-14	7	624
909	2016-07-16	0	624
909	2016-07-18	36	660
909	2016-07-21	5	665
909	2016-07-25	19	684
909	2016-08-01	10	694
909	2016-08-08	15	709
926	2016-07-18	25	2431
926	2016-07-20	5	2436
926	2016-07-25	20	2456
926	2016-08-01	15	2471
926	2016-08-08	15	2486
928	2016-07-15	5	3615
928	2016-07-18	50	3665
928	2016-07-19	10	3675
928	2016-07-23	5	3680
928	2016-07-25	59	3739
928	2016-07-28	10	3749
928	2016-07-30	5	3754
928	2016-08-01	59	3813
928	2016-08-05	0	3813
928	2016-08-08	60	3873
928	2016-08-09	0	3873
937	2016-07-18	45	459
937	2016-07-26	0	459
937	2016-08-01	15	474
937	2016-08-09	10	484
937	2016-08-10	0	484
937	2016-08-13	5	489
947	2016-07-18	15	1679
947	2016-07-25	10	1689
947	2016-08-01	25	1714
947	2016-08-08	19	1733
947	2016-08-14	1	1734
950	2016-07-18	5	268
950	2016-07-23	5	273
950	2016-08-11	5	278
962	2016-07-18	10	1804
962	2016-07-25	0	1804
965	2016-07-18	85	7848
965	2016-07-25	66	7914
965	2016-08-01	29	7943
965	2016-08-08	30	7973
987	2016-07-18	25	10380
987	2016-07-25	45	10425
987	2016-08-01	20	10445
987	2016-08-08	30	10475
1012	2016-07-18	10	240
1012	2016-07-25	5	245
1012	2016-08-01	10	255
1012	2016-08-08	10	265
1017	2016-07-18	0	119
1017	2016-07-25	0	119
1017	2016-08-01	0	119
1017	2016-08-08	0	119
1017	2016-08-09	5	124
1017	2016-08-14	5	129
1042	2016-07-18	38	4400
1042	2016-07-25	48	4448
1042	2016-08-01	30	4478
1042	2016-08-08	39	4517
1047	2016-07-18	5	2672
1047	2016-07-25	5	2677
1047	2016-08-08	5	2682
1062	2016-07-18	5	1126
1062	2016-07-25	0	1126
1062	2016-08-08	0	1126
1078	2016-07-18	10	324
1078	2016-07-25	5	329
1078	2016-08-01	5	334
1083	2016-07-18	38	3772
1083	2016-07-25	29	3801
1083	2016-08-01	39	3840
1083	2016-08-08	15	3855
1114	2016-07-18	34	2291
1114	2016-07-25	34	2325
1114	2016-08-01	32	2357
1114	2016-08-08	15	2372
1116	2016-07-14	5	836
1116	2016-07-16	3	839
1116	2016-07-18	30	869
1116	2016-07-19	5	874
1116	2016-07-21	10	884
1116	2016-07-22	5	889
1116	2016-07-23	5	894
1116	2016-07-25	25	919
1116	2016-07-26	5	924
1116	2016-07-27	5	929
1116	2016-07-29	10	939
1116	2016-07-30	5	944
1116	2016-07-31	5	949
1116	2016-08-01	44	993
1116	2016-08-02	0	993
1116	2016-08-04	0	993
1116	2016-08-05	5	998
1116	2016-08-08	30	1028
1116	2016-08-10	0	1028
1116	2016-08-11	10	1038
1122	2016-07-18	5	880
1122	2016-07-25	5	885
1122	2016-08-01	5	890
1125	2016-07-18	5	649
1125	2016-07-25	5	654
1125	2016-08-01	5	659
1125	2016-08-08	5	664
1164	2016-07-18	10	3162
1164	2016-07-25	10	3172
1164	2016-08-01	5	3177
1164	2016-08-08	5	3182
1167	2016-07-16	4	3241
1167	2016-07-18	13	3254
1167	2016-07-24	5	3259
1167	2016-07-25	9	3268
1167	2016-07-28	3	3271
1167	2016-08-01	18	3289
1167	2016-08-08	10	3299
1175	2016-07-18	51	5459
1175	2016-07-25	38	5497
1175	2016-08-01	41	5538
1175	2016-08-08	33	5571
1179	2016-07-18	35	4837
1179	2016-07-19	5	4842
1179	2016-07-25	30	4872
1179	2016-08-01	38	4910
1179	2016-08-03	5	4915
1179	2016-08-08	50	4965
1179	2016-08-09	0	4965
1179	2016-08-13	4	4969
1202	2016-07-14	5	78
1202	2016-07-21	0	78
1202	2016-07-22	5	83
1202	2016-07-23	5	88
1202	2016-07-25	0	88
1202	2016-07-26	5	93
1202	2016-07-28	5	98
1202	2016-08-03	5	103
1202	2016-08-04	0	103
1202	2016-08-06	5	108
1202	2016-08-08	5	113
1202	2016-08-09	0	113
1202	2016-08-14	0	113
1204	2016-07-18	0	195
1204	2016-07-25	0	195
1204	2016-08-01	0	195
1204	2016-08-08	0	195
1217	2016-07-15	4	1727
1217	2016-07-18	55	1782
1217	2016-07-20	5	1787
1217	2016-07-21	5	1792
1217	2016-07-25	55	1847
1217	2016-08-01	65	1912
1217	2016-08-02	5	1917
1217	2016-08-04	0	1917
1217	2016-08-05	15	1932
1217	2016-08-06	5	1937
1217	2016-08-07	5	1942
1217	2016-08-08	80	2022
1217	2016-08-13	5	2027
1226	2016-07-18	10	939
1226	2016-07-25	10	949
1226	2016-07-28	5	954
1226	2016-07-30	5	959
1226	2016-08-01	5	964
1226	2016-08-08	15	979
1226	2016-08-12	5	984
1226	2016-08-14	0	984
1239	2016-07-18	0	95
1239	2016-07-25	0	95
1239	2016-08-01	0	95
1239	2016-08-08	0	95
1247	2016-07-14	0	18347
1247	2016-07-15	5	18352
1247	2016-07-16	0	18352
1247	2016-07-18	140	18492
1247	2016-07-25	200	18692
1247	2016-07-26	0	18692
1247	2016-08-01	75	18767
1247	2016-08-03	5	18772
1247	2016-08-08	155	18927
1247	2016-08-09	0	18927
1247	2016-08-12	5	18932
1247	2016-08-13	5	18937
1247	2016-08-14	5	18942
1249	2016-07-18	20	1566
1249	2016-07-25	25	1591
1249	2016-07-28	4	1595
1249	2016-08-01	20	1615
1249	2016-08-02	15	1630
1249	2016-08-04	0	1630
1249	2016-08-08	15	1645
1249	2016-08-09	5	1650
1249	2016-08-11	5	1655
1249	2016-08-12	1	1656
1249	2016-08-13	0	1656
1266	2016-07-14	4	1197
1266	2016-07-15	0	1197
1266	2016-07-16	10	1207
1266	2016-07-18	85	1292
1266	2016-07-21	5	1297
1266	2016-07-22	0	1297
1266	2016-07-23	5	1302
1266	2016-07-24	5	1307
1266	2016-07-25	69	1376
1266	2016-07-26	20	1396
1266	2016-07-29	0	1396
1266	2016-07-31	2	1398
1266	2016-08-01	116	1514
1266	2016-08-04	9	1523
1266	2016-08-06	5	1528
1266	2016-08-07	10	1538
1266	2016-08-08	89	1627
1266	2016-08-10	1	1628
1266	2016-08-11	5	1633
1266	2016-08-12	0	1633
1266	2016-08-13	0	1633
1266	2016-08-14	0	1633
1269	2016-07-17	0	4464
1269	2016-07-18	70	4534
1269	2016-07-22	4	4538
1269	2016-07-24	5	4543
1269	2016-07-25	47	4590
1269	2016-07-27	5	4595
1269	2016-07-28	5	4600
1269	2016-08-01	78	4678
1269	2016-08-03	0	4678
1269	2016-08-04	0	4678
1269	2016-08-05	0	4678
1269	2016-08-06	0	4678
1269	2016-08-08	65	4743
1269	2016-08-11	4	4747
1269	2016-08-12	4	4751
1275	2016-07-18	5	491
1275	2016-07-25	5	496
1275	2016-07-27	5	501
1275	2016-08-01	5	506
1275	2016-08-08	10	516
1289	2016-07-18	25	1046
1289	2016-07-19	5	1051
1289	2016-07-25	24	1075
1289	2016-08-01	25	1100
1289	2016-08-08	30	1130
1290	2016-07-18	0	366
1290	2016-07-25	0	366
1290	2016-08-01	0	366
1290	2016-08-08	0	366
1294	2016-07-18	10	323
1294	2016-07-25	5	328
1294	2016-08-01	5	333
1294	2016-08-08	5	338
1302	2016-07-15	0	2217
1302	2016-07-18	30	2247
1302	2016-07-19	5	2252
1302	2016-07-22	5	2257
1302	2016-07-23	0	2257
1302	2016-07-25	30	2287
1302	2016-07-26	5	2292
1302	2016-07-28	5	2297
1302	2016-07-29	5	2302
1302	2016-08-01	30	2332
1302	2016-08-02	5	2337
1302	2016-08-03	5	2342
1302	2016-08-04	5	2347
1302	2016-08-05	5	2352
1302	2016-08-07	5	2357
1302	2016-08-08	45	2402
1302	2016-08-13	0	2402
1302	2016-08-14	4	2406
1304	2016-07-18	0	95
1304	2016-07-25	0	95
1304	2016-08-01	0	95
1304	2016-08-08	0	95
1309	2016-07-18	25	1417
1309	2016-07-25	20	1437
1309	2016-08-01	20	1457
1309	2016-08-08	10	1467
1314	2016-07-18	35	1891
1314	2016-07-25	16	1907
1314	2016-08-01	25	1932
1314	2016-08-08	40	1972
1317	2016-07-16	5	1029
1317	2016-07-18	44	1073
1317	2016-07-23	0	1073
1317	2016-07-25	35	1108
1317	2016-07-26	0	1108
1317	2016-07-27	10	1118
1317	2016-08-01	44	1162
1317	2016-08-02	5	1167
1317	2016-08-03	0	1167
1317	2016-08-08	25	1192
1317	2016-08-09	12	1204
1317	2016-08-12	5	1209
1317	2016-08-13	5	1214
1327	2016-07-16	0	0
1327	2016-07-17	0	0
1327	2016-07-18	5	5
1327	2016-07-20	0	5
1327	2016-07-25	0	5
1327	2016-07-30	0	5
1327	2016-08-02	5	10
1327	2016-08-08	5	15
1329	2016-07-14	15	16801
1329	2016-07-15	20	16821
1329	2016-07-16	30	16851
1329	2016-07-17	15	16866
1329	2016-07-18	160	17026
1329	2016-07-19	20	17046
1329	2016-07-20	5	17051
1329	2016-07-21	10	17061
1329	2016-07-22	20	17081
1329	2016-07-23	60	17141
1329	2016-07-25	275	17416
1329	2016-07-26	10	17426
1329	2016-07-27	30	17456
1329	2016-07-28	20	17476
1329	2016-07-29	20	17496
1329	2016-07-30	33	17529
1329	2016-07-31	5	17534
1329	2016-08-01	215	17749
1329	2016-08-02	15	17764
1329	2016-08-03	10	17774
1329	2016-08-04	5	17779
1329	2016-08-05	15	17794
1329	2016-08-06	30	17824
1329	2016-08-07	5	17829
1329	2016-08-08	230	18059
1329	2016-08-09	30	18089
1329	2016-08-10	25	18114
1329	2016-08-11	15	18129
1329	2016-08-12	5	18134
1329	2016-08-13	15	18149
1329	2016-08-14	15	18164
1331	2016-07-16	5	2487
1331	2016-07-18	40	2527
1331	2016-07-25	45	2572
1331	2016-08-01	25	2597
1331	2016-08-08	35	2632
1345	2016-07-14	5	1029
1345	2016-07-15	5	1034
1345	2016-07-18	15	1049
1345	2016-07-21	10	1059
1345	2016-07-23	5	1064
1345	2016-07-25	10	1074
1345	2016-07-28	5	1079
1345	2016-08-01	20	1099
1345	2016-08-05	5	1104
1345	2016-08-10	0	1104
1345	2016-08-14	5	1109
1372	2016-07-18	10	325
1372	2016-07-25	5	330
1372	2016-08-01	5	335
1372	2016-08-08	5	340
1377	2016-07-18	4	559
1377	2016-07-19	10	569
1377	2016-07-20	5	574
1377	2016-07-25	30	604
1377	2016-07-26	23	627
1377	2016-07-27	5	632
1377	2016-08-01	24	656
1377	2016-08-02	5	661
1377	2016-08-08	34	695
1378	2016-07-18	45	2934
1378	2016-07-22	5	2939
1378	2016-07-25	35	2974
1378	2016-08-01	35	3009
1378	2016-08-08	30	3039
1378	2016-08-11	0	3039
1383	2016-07-26	4	181
1386	2016-07-18	10	830
1386	2016-07-20	5	835
1386	2016-07-25	15	850
1386	2016-08-01	5	855
1386	2016-08-08	15	870
1396	2016-07-18	10	643
1396	2016-07-25	10	653
1396	2016-08-01	15	668
1396	2016-08-08	10	678
1399	2016-07-18	5	94
1399	2016-07-19	5	99
1399	2016-07-25	10	109
1399	2016-08-01	5	114
1399	2016-08-06	0	114
1399	2016-08-08	0	114
1399	2016-08-09	5	119
1399	2016-08-10	5	124
1423	2016-07-17	9	1037
1423	2016-07-18	27	1064
1423	2016-07-24	11	1075
1423	2016-07-25	19	1094
1423	2016-08-01	34	1128
1423	2016-08-08	19	1147
1436	2016-07-18	5	324
1436	2016-07-25	5	329
1436	2016-08-01	0	329
1436	2016-08-05	5	334
1436	2016-08-08	5	339
1436	2016-08-11	5	344
1449	2016-07-14	5	2190
1449	2016-07-18	45	2235
1449	2016-07-25	40	2275
1449	2016-07-29	0	2275
1449	2016-08-01	60	2335
1449	2016-08-08	90	2425
1453	2016-07-25	0	158
1453	2016-08-08	0	158
1456	2016-07-18	5	366
1456	2016-08-01	5	371
1456	2016-08-11	5	376
1461	2016-07-18	5	308
1461	2016-07-25	5	313
1461	2016-08-01	5	318
1465	2016-07-25	5	127
1465	2016-08-01	5	132
1465	2016-08-08	5	137
1476	2016-07-18	4	384
1476	2016-07-25	9	393
1476	2016-08-01	8	401
1476	2016-08-08	9	410
1476	2016-08-13	0	410
1478	2016-07-18	159	8322
1478	2016-07-25	157	8479
1478	2016-08-01	151	8630
1478	2016-08-05	2	8632
1478	2016-08-08	132	8764
1478	2016-08-14	5	8769
1479	2016-07-18	0	365
1479	2016-07-25	0	365
1479	2016-08-01	0	365
1486	2016-07-18	105	4263
1486	2016-07-25	75	4338
1486	2016-08-01	89	4427
1486	2016-08-04	5	4432
1486	2016-08-08	145	4577
1486	2016-08-10	5	4582
1490	2016-07-18	0	675
1490	2016-07-25	0	675
1490	2016-08-01	0	675
